Attribute count,Role,Background,Facetats,Eyes,Eyes Items,Form,Hats,Mouth,Hair,Neck,Hand with Items,Upper Part,Random Things,Ears,Nose,Genesis Role?,Companions,Beard,Coats,Bg Feature,mint,rank
10,Businessman,Blue,None,Red,None,Choc Brown,Samo Hairband,Sad,Facon Style Chocbrown,None,Brownie Chocbrown Fur,Beige Business Suit With Tie,None,None,None,Yes,None,None,None,None,5rwMZ4eN7P5FcYefjPrrtaa85CM4KdjVta9kBmDRR9eq,2555
10,Chimpion,Blue,None,Black,None,Red Gradient,Beige Flat Cap,Smoking Joint,Smooth Long Red,Weed Chain,Grey Controller Red Fur,Blue Puff Puff Hoodie,None,None,None,None,None,None,None,None,EnABouymRoP9Q794sBAfdCF7BSdbV7xKwEZHYvpU3TV2,2556
10,Chimpion,Light Solana Gradient,None,Angry,Blue Flash Eye,Choc Brown,None,Money Joint,Smooth Long Chocbrown,None,Joint Chocbrown Fur,Green Poloshirt,None,None,None,None,Serious Weedy,None,None,None,D9CLMBtSijyZAC7i52pBwZP2jBXNBDZ8u6spmgZh6GZS,2557
13,Chimpion,Lightpink,None,Blue,Robo Eyes,White,Orange Pothat,Gold Teeth,Long Wavy White,None,Joint White Fur,Yellow Poloshirt,Questionmark,Golden Earring,Nose Piercing,None,None,None,None,None,GCrbPXBx8SrRxmvMtJpDtZDgpPcYgU44kjtyRiD2TqDg,2558
9,Chimpion,Solana,None,Black,None,Dark Blonde,Samo Hairband,Banana Joint,Facon Style Dark Blonde,Weed Chain,None,White Hodl Tee,None,None,None,None,None,None,None,None,FZdaMS8W8MrHsXZ3LPbtK2wKovg5oYHV3wcUkbSrH5pa,2559
12,Chimpion,Brown Plain,None,Sad,Big Solana Glasses,White,Blue Beret,Gold Teeth,Smooth Long White,Weed Chain,Brownie & Joint White Fur,Green Poloshirt,Questionmark,None,None,None,None,None,None,None,HtMutNn5dRuFTuH2ACndBWMSzhoueYHdbV6UvrLejLKh,2560
13,Chimpion,Yellow,None,Red,Flashing Eyes,Rainbow,Pothat,Eating Pizza,Smooth Long Rainbow,Hippie Necklace,Metal Controller Rainbow Fur,Blue Puff Puff Hoodie,Questionmark,None,Nose Piercing,None,None,None,None,None,YtJjRfsJeFdZcRBU4uWH7k19QC7WFXqdagdoFCiTor8,2561
9,Scientist,Lightbrown,Tiny Sac,Angry,Gold Monocle,Light Blonde,None,Sad,None,None,Poker Cards Light Blonde Fur,Samo Hoodie,None,None,None,None,None,None,None,None,62f7s2wT8jXDNy3ArQwGH3WTacmtmwG9uiBDGPNCBmVE,2562
10,Chimpion,Light Solana Gradient,None,Red,Robo Eyes,Dark Blonde,Brown Flat Cap,Eating Pizza,Smooth Long Dark Blonde,Hippie Necklace,None,Green Poloshirt,None,None,None,None,None,None,None,None,BT85nguzQoRc5WqsX12NFjMHZyt9W7TpW4JQzA4qzpnY,2563
11,Scientist,Yellow,None,Blue,None,White,Dark Grey Headphones,Eating Pizza,Long Wavy White,Necklace,Banana Pipe White Fur,Lab Coat Weed Tie Suit,None,None,None,Yes,None,None,None,None,HMHsjmAtEWv8iHjuUT7GRMePhyrEnuKW6136aPexovW3,2564
12,Businessman,Solana,None,Awake Green,Flashing Eyes,White,None,Money Joint,Yellow Beanie White Fur,Weed Chain,Poker Cards White Fur,Beige Business Suit With Tie,None,Double Piercing,None,Yes,None,None,None,None,HXenqQaXSLB7JAhnFBvAbSNyXG8HqQohbjCxQBPrhkJy,2565
11,Artist,Hippie 3,None,Blue,None,Red Gradient,Red Beret,Biting,None,None,Graffiti Spray Can Red Top Red Fur,Green Funky Tee,Abstract Canvas,None,Nose Piercing,Yes,None,None,None,None,9Cs7jBYbxRifuzbizQ3JEfzDSyCgeqDEwhxePPJdBRLD,2566
12,Businessman,Yellow,None,Black,Tear,White,None,Eating Fries,Yellow Beanie White Fur,None,Joint White Fur,Green Business Suit With Tie,Pin On Suit,Golden Earring,None,Yes,None,None,None,None,CuonaqkqSBfR4bFUdt8zJBkwy1n2rWFGTYKpBP96o9YT,2567
9,Scientist,Darkblue Gradient,None,Angry,None,Light Blonde,None,Open,Backstreetboy Style Light Blonde,None,None,Lab Coat Solana Tie Suit,None,Golden Earring,None,Yes,None,None,None,None,GPp8HmB2FXUJqb9iCk5uXhZJ2EKMemvdQ56XwRXpA7bS,2568
10,Artist,Brown Plain,None,Awake Green,None,Dark Blonde,None,Rainbow Teeth,Yellow Beanie Dark Blonde Fur,None,None,Blue Hodl Hoodie,Questionmark,Double Piercing,None,None,Weedy With Glasses,None,None,None,AV3FwYPBEnQ4c9RZvX1hpkp9pr3HPozVnscVL7yCVrqB,2569
11,Scientist,Yellow,None,Red,Green John Lennon Glasses,White,None,Gold Teeth,Backstreetboy Style White,None,Joint White Fur,Lab Coat Solana Tie Suit,Questionmark,None,None,Yes,None,None,None,None,Te2xL4sJzBp3UXZigL1NExAbMvfxMB7RQw5Da7fGoyU,2570
7,Chimpion,Space 4,None,Black,None,Choc Brown,None,Money Joint,None,None,None,Green Shirt,None,Double Piercing,None,None,None,None,None,None,4t4J93QdoS2jdjRQSSed4Cj2yk5b3WC6TK38v1VcevGK,2571
11,Scientist,Brown Plain,None,Awake Green,420 Googles,White,Brown Flat Cap,Open,Smooth Long White,Weed Chain,Brownie & Joint White Fur,Pink Canna Jacket,None,None,None,None,None,None,None,None,DhPPGvx9mJSyCdS2TYr9s4CH6di26eaGimzmcgvAgMWq,2572
11,Scientist,Violet,None,Black,Blue Flash Eye,Light Brown,Blue Beret,Gentle Smile,Long Wavy Light Brown,None,Grey Controller Light Brown Fur,Lab Coat Weed Tie Suit,None,None,None,Yes,None,None,None,None,DeVYyHWnVLg6JE2xp6dXGntUyyyusayMQJwSsTt5bzr1,2573
10,Chimpion,Blue Gradient,None,Black,None,Dark Blonde,None,Trifecta Joint,Long Wavy Dark Blonde,Necklace,None,Violet Canna Jacket,Questionmark,None,None,None,Blue Parrot,None,None,None,6Pi18TvVV2TETrwm2nZF5mS2cDc8mbtXfhWmuXFbgCuJ,2574
12,Artist,Space 4,None,Sad,None,White,None,Puffin,Yellow Beanie White Fur,Weed Chain,Brownie White Fur,Blue Legalize Hoodie,Questionmark,Golden Earring,Nose Piercing,None,None,None,None,None,6xv1sG4mBf5KZa9jM6huJpiLabzdnRfyk23y8tKiL1yJ,2575
10,Artist,Hippie 3,None,Awake Green,None,White,None,Open,Long Wavy White,None,Joint White Fur,420 Da Vinci Tee,None,Paintbrush Behind Ear,None,Yes,None,None,None,None,2wDhX4zfQBqr7MvAw9yugRwMxyNrd6X7bQWsr7LXkyfy,2576
11,Businessman,Lightbrown,None,Angry,Green Glasses,Light Brown,None,Smoking Joint,Long Wavy Light Brown,Necklace,Brownie Light Brown Fur,Green Business Suit With Tie,None,None,None,Yes,None,None,None,None,66DbaCKMDsdQGt7eYUoZkniAj8i3xVRSsNmrrMRmHq2E,2577
11,Businessman,Blue,None,Sad,None,Rainbow,Blue Beret,Mask Brown,Long Wavy Rainbow,None,Brownie Rainbow Fur,Beige Business Suit With Tie,Pin On Suit,None,None,Yes,None,None,None,None,7hqpF56hsGYwBeSjtf8G7sj3WG4ZDbJpGVTLt3xr36YH,2578
12,Artist,Hippie 3,Tiny Sac,Red,None,Light Blonde,None,Open,Smooth Long Light Blonde,None,Grey Controller Light Blonde Fur,Sac Shirt,Abstract Canvas,Golden Earring,None,Yes,None,None,None,None,GVbAMhakojQDpdveGYiWSAX95PEwa5WPaYbXqvu6Tt9M,2579
8,Chimpion,Space 3,Always Stoned,Awake Black,None,Dark Blonde,None,Money Joint,Yellow Beanie Dark Blonde Fur,None,None,420 Da Vinci Tee,None,None,None,None,None,None,None,None,96D59nrh51aYqyCocBCZfAKZ4bScDjfgKgVg1abmcsd5,2580
12,Scientist,Darkblue Gradient,Always Stoned,Black,Tear,Light Brown,Solana Pothat,Gentle Smile,Long Wavy Light Brown,Weed Chain,Grey Controller Light Brown Fur,Brown Hippie Top,None,None,None,None,None,None,None,None,AG8R2KobNwqvMS1BbzeF3ePEpqdCH87Wcc4TNB3ubKFC,2581
12,Farmer,Green Smoke,None,Red,None,Light Blonde,Green Beret,Laughing,Long Wavy Light Blonde,None,Pink Donut Light Blonde Fur,Hawaiian Shirt,Cannabis Plant,Golden Earring,None,Yes,None,None,None,None,3Mr2hcwHyFaPYzpfC95yRbKMPL7cEkut2oBq1LqM4Bat,2582
10,Scientist,Glass Pastel,None,Sad,None,Light Brown,Orange Pothat,Grinding,Smooth Long Light Brown,None,Banana Pipe Light Brown Fur,Brown Hippie Top,None,None,Nose Piercing,None,None,None,None,None,5cFBsU9UfY7W8KE2YM742vCdeT4bfZSpYpE4aWNxZR8f,2583
11,Businessman,Lightbrown,None,Black,None,Choc Brown,Grey Headphones,Sad,Long Wavy Chocbrown,None,Brownie Chocbrown Fur,Green Business Suit With Tie,Pin On Suit,None,None,Yes,None,None,None,None,6dTT7wuM57CU81ag9dc1dTfRtgeYgQ2m6XwScv8eQzSp,2584
10,Scientist,Blue,None,Awake Green,Green Hipster Glasses,White,None,Banana Joint,Yellow Beanie White Fur,None,Brownie & Joint White Fur,Lab Coat Solana Tie Suit,None,None,None,Yes,None,None,None,None,BPQKNHaBJ5EXpX81arG8i3R2T6shjbi5y8wcd4HVRRfR,2585
11,Scientist,Brown Plain,None,Black,None,Dark Blonde,Samo Hairband,Puffin,Facon Style Dark Blonde,Hippie Necklace,None,Lab Coat Jamaica Tie Suit,None,Double Piercing,None,Yes,None,None,None,None,CCqK8tFK4XDX9yetCUVBRZrVtpwVDSPUrV8Mq5LePtso,2586
11,Scientist,Darkblue Gradient,None,Black,None,Choc Brown,None,Grinding,Backstreetboy Style Chocbrown,None,Joint Chocbrown Fur,Lab Coat Solana Tie Suit,None,None,None,Yes,Happy Weedy,Full Light Beard,None,None,3vRsxWzoDgugAEuhbDSxxHKrjwEMEe2SaJhbPYoW3VeZ,2587
10,Businessman,Violet,None,Red,Red Weed Glasses,Rainbow,None,Gentle Smile,Smooth Long Rainbow,None,None,Black Business Suit With Bow Tie & Hat,None,Golden Earring,None,Yes,None,None,None,None,97dPyp7VcTUDpRTRD7PnbQJE7J3SVLDDdxRmXFmGBf52,2588
12,Artist,Lightpink,None,Awake Black,Big Solana Glasses,Light Blonde,Grey Headphones,Open,Long Wavy Light Blonde,None,Joint Light Blonde Fur,Sac Shirt,Abstract Canvas,None,None,Yes,None,None,None,None,HYEX1UqiLs4AKcVHgQwfuHruPrXit342QVJj5sdDkkB7,2589
9,Artist,Matrix,None,Black,None,Rainbow,None,Angry Mouth,Long Wavy Rainbow,None,Graffiti Spray Can Red Top Rainbow Fur,Violet Canna Jacket,None,None,None,Yes,None,None,None,None,8ShRQ794bmUgyryDn13wQXD2is4LwbuoW5pa9qnrWT63,2590
11,Businessman,Matrix,None,Awake Green,None,Light Brown,Red Beret,Money Joint,Long Wavy Light Brown,None,Banana Pipe Light Brown Fur,Green Poloshirt,None,Golden Earring,None,None,None,Full Light Beard,None,None,6W9JM5As2nd5YkBFfB1bxFyquSHE9ZtXnfjvbVuCGkkC,2591
10,Farmer,Lightbrown,None,Red,None,Choc Brown,None,Puffin,Long Wavy Chocbrown,None,Joint Chocbrown Fur,Brown Farmer Overall,Cannabis Plant,None,None,Yes,None,None,None,None,CNSrxtz96S6w6Cv2qiPopbNvVDNYT86A1VK9fHkbxepU,2592
12,Chimpion,Brown Plain,Solana,Red,None,White,Blue Beret,Laughing,Long Wavy White,None,Brownie & Joint White Fur,Green Shirt,Questionmark,None,None,None,Happy Weedy,None,None,None,HYSRq29hiM3jPhbPKACXXSQeyZPk4aPmEpCLa5rxrJSW,2593
9,Scientist,Lightpink,None,Red,None,Light Blonde,None,Laughing,Yellow Beanie Light Blonde Fur,None,None,Lab Coat Jamaica Tee,Sciece Bong,None,None,Yes,None,None,None,None,AXemMDwffWcS7D6xea6NEswYD9bWyAqNcoh1gavSjgzq,2594
10,Farmer,Blue Gradient,None,Black,None,Red Gradient,None,Biting,Smooth Long Red,Hippie Necklace,Watering Can,Blue Weed Shirt,None,None,None,Yes,None,None,None,None,45LTbEhjzEpjNyFwqUaMLiE9wDGUnfPAgXmcYi4Wvezd,2595
10,Chimpion,Lightpink,None,Red,None,White,Green Beret,Banana Joint,Long Wavy White,None,Joint White Fur,Blue Hodl Hoodie,None,None,None,None,Yellow Parrot,None,None,None,6eBZ4Kdn5U9K2NzETY4i21kBa1dAnzxfudXLakgLwLCA,2596
10,Chimpion,Blue,None,Black,Green Glasses,White,None,Angry Mouth,Backstreetboy Style White,None,Poker Cards White Fur,White Hodl Tee,Questionmark,None,None,None,None,None,None,None,8QjTQvN3QFrR2PCUXYWfjFxMjbm5FjeEDRbRHJi2eUft,2597
8,Chimpion,Glass Pastel,None,Red,None,White,None,Open,Blue Beanie White Fur,None,Joint White Fur,Green Shirt,None,None,None,None,None,None,None,None,FoE2wtFWvvNS47JQ5KcGxngWujCX3TXr1mYT8bHGVbx7,2598
9,Businessman,Brown Plain,None,Angry,None,White,None,Eating Fries,White Beanie,None,Joint White Fur,Yellow Poloshirt,Questionmark,None,None,None,None,None,None,None,4v93nut17WtJ643CMqQ6itZkiiZtsxBNKoGJx5ycJGAi,2599
11,Chimpion,Hippie 3,None,Awake Black,Green-orange Glasses,Light Blonde,Grey Headphones,Grinding,Long Wavy Light Blonde,None,Poker Cards Light Blonde Fur,Red Puff Puff Hoodie,None,None,Nose Piercing,None,None,None,None,None,6DNBcPy4s9izFA1RFoKPyFkuc1xFwoQkN8iRjNxRRLVD,2600
7,Chimpion,Light Solana Gradient,None,Sad,None,Dark Blonde,None,Open,Yellow Beanie Dark Blonde Fur,None,None,Pink Canna Jacket,None,None,None,None,None,None,None,None,BmSELBvb5s3iLua7e8Fs5seiYRhGD3KcQ4Rr3Thc1zkp,2601
8,Chimpion,Lightpink,None,Blue,Green Laser,Red Gradient,None,Eating Fries,Backstreetboy Style Red,None,None,Green Poloshirt,None,None,None,None,None,None,None,None,EY1zNghKo5dh8mXkuEFx8EEfcCcccVvoDq1pMqm6Zqf2,2602
10,Chimpion,Space 2,None,Awake Green,Red Weed Glasses,White,Blue Beret,Grinding,None,None,Banana Pipe White Fur,Pink Canna Jacket,None,Golden Earring,None,None,None,None,None,None,4Nw8QKnY5PpfBN1z4NxdB8WBjesk8S59tTJ7r7Viwr4k,2603
10,Artist,Light Solana Gradient,None,Awake Black,None,Dark Blonde,None,Mask Brown,Pink Beanie Dark Blonde Fur,None,None,Blue Puff Puff Hoodie,Abstract Canvas,Golden Earring,None,Yes,None,None,None,None,HADV7xiG821WDvbSJQMm13AgTzoG987b2KUxavih3rGw,2604
11,Chimpion,Violet,None,Blue,Tear,Rainbow,Brown Flat Cap,Rolled Joint,Smooth Long Rainbow,None,Brownie Rainbow Fur,White Hodl Tee,Questionmark,None,None,None,None,None,None,None,AqamoDjhzsKyVCqTBPvnKKwgTBiQv2A3KBe4D9VCJK78,2605
11,Businessman,Violet,None,Black,Green John Lennon Glasses,Dark Blonde,Beige Flat Cap,Grinding,Smooth Long Dark Blonde,None,None,Business Suit With Red Tie,Questionmark,None,None,Yes,None,None,None,None,H9PSQdBj8RhH31a8y2PtUJHhAkLyLjh4LVGAjG12uJBt,2606
9,Scientist,Space 2,None,Red,None,Red Gradient,None,Open,Backstreetboy Style Red,None,None,Lab Coat Jamaica Tee,Sciece Bong,None,None,Yes,None,None,None,None,HBMQbifqKXqsFmtw21FmKNeruC3t68VtFE2VV2wq3EUC,2607
11,Farmer,Lightbrown,Tiny Sac,Awake Green,None,Light Brown,None,Laughing,Red Beanie Light Brown Fur,None,Green Donut Light Brown Fur,Green Funky Tee,Questionmark,Double Piercing,None,None,None,None,None,None,86i2HmkKDM51DkkS8b8Fxi8wziLHV1H9XBeEf25QZeuR,2608
11,Chimpion,Yellow,None,Awake Green,Big Solana Glasses,Rainbow,None,Money Joint,Long Wavy Rainbow,Hippie Necklace,Green Donut Rainbow Fur,Brown Hippie Top,None,Golden Earring,None,None,None,None,None,None,DdaGSicuup9Mi1tVhDsNKihcvKUpEwWkHCPPnBKpE9d6,2609
12,Artist,Light Solana Gradient,Solana,Angry,None,White,None,Rainbow Teeth,Backstreetboy Style White,None,Brownie White Fur,Blue Legalize Hoodie,Abstract Canvas,None,Nose Piercing,Yes,None,None,None,None,3paPBBxsqeewucYJQhFJerkgVBrmm71s1hGG4g3TfCmr,2610
11,Scientist,Yellow,None,Red,Red Weed Glasses,White,None,Gentle Smile,Yellow Beanie White Fur,None,Brownie White Fur,Lab Coat Weed Tie Suit,Questionmark,None,None,Yes,None,None,None,None,GQTXxon1DGGggQ9y4HHQbNMG6d3XC344DhDQT8T63Zs4,2611
10,Chimpion,Blue Gradient,None,Red,Robo Eyes,Choc Brown,Orange Pothat,Money Joint,Smooth Long Chocbrown,None,None,Green Shirt,None,Golden Earring,None,None,None,None,None,None,Cskc25Ed6Eszx91do3JpbwUdUjKNEo1UapJS9hf2t9W9,2612
9,Chimpion,Glass Pastel,None,Red,None,Light Brown,Blue Astro Helmet,Puffin,Smooth Long Light Brown,None,None,Brown Hippie Top,Questionmark,None,None,None,None,None,None,None,D16BX57MzYdBetmjafL9fpjM89u7XiV3TFiquxauyXs3,2613
10,Chimpion,Violet,None,Blue,Red Weed Glasses,Dark Blonde,Blue Beret,Angry Mouth,Smooth Long Dark Blonde,None,None,Blue Weed Shirt,None,Double Piercing,None,None,None,None,None,None,HpiFkkpg3mmK2gqXAMJF7XeNBnAaD1ewggpEPyqr1BSk,2614
12,Farmer,Darkblue Gradient,Always Stoned,Black,None,White,Blue Beret,Gentle Smile,Long Wavy White,None,Brownie & Joint White Fur,Orange Poloshirt,Questionmark,None,None,None,Serious Weedy,None,None,None,7ak9aJ494FTEcC86Ysk8XTtotfEtxFaoruySUEVNfwBz,2615
11,Scientist,Lights,None,Red,Gold Monocle,White,None,Puffin,Yellow Beanie White Fur,Weed Chain,Joint White Fur,Lab Coat Solana Tie Suit,None,None,None,Yes,None,None,None,None,A5HzHXW4V93eaaH4oQAs18PotZHpRVSNvatUXw7Ar9jg,2616
11,Businessman,Space 3,None,Blue,Tear,White,Pothat,Smoking Joint,Long Wavy White,None,Poker Cards White Fur,Pink Hippie Top,None,None,Nose Piercing,None,None,None,None,None,cAHEkoLWhmgsgknAaRMYt5xVQBAAMBbsHsVzAY4bamp,2617
11,Farmer,Lightbrown,None,Black,None,Light Brown,Red Beret,Open,Long Wavy Light Brown,None,Farmer Scissors Light Brown Fur,Banana Shirt,Cannabis Plant,None,None,Yes,None,None,None,None,7MqbkVnP2NFpWTw7ojAVuch65NSbTCF95YiUyQDGLNkL,2618
8,Chimpion,Street Graffiti,None,Red,None,Dark Blonde,None,Biting,Blue Beanie Dark Blonde Fur,Necklace,None,Red Puff Puff Hoodie,None,None,None,None,None,None,None,None,Bfd4LbxBS3ZJctVqwk5bGVBaNEMVVYp9qef6ARKBHGsS,2619
12,Artist,Light Solana Gradient,Tiny Sac,Blue,Big Solana Glasses,White,Green Beret,Rainbow Teeth,Long Wavy White,None,Pink Donut White Fur,Green Funky Tee,Flamingo Bong,None,None,None,None,None,None,None,75YjVoevPXyUedcXQBjKvDBDTRTZ3bxpRRwyxNvrnfzP,2620
11,Farmer,Darkblue Gradient,None,Red,None,Light Blonde,Blue Beret,Biting,Smooth Long Light Blonde,None,Grey Controller Light Blonde Fur,Violet Canna Jacket,Cannabis Plant,None,None,Yes,None,None,None,None,9FiEMBpn2qojEx1LGQeZ5ktFVvYTwWGJ9BXongUbNSEf,2621
9,Chimpion,Lightpink,None,Awake Black,None,Light Brown,None,Open,Red Beanie Light Brown Fur,None,None,420 Da Vinci Tee,None,Double Piercing,None,None,Serious Weedy,None,None,None,ALYgYYJoVcNVwmu867v8rbQzU7oH6EqF7PFsqNqPmR96,2622
9,Farmer,Blue,None,Black,None,Dark Blonde,None,Rolled Joint,Yellow Beanie Dark Blonde Fur,None,None,Green Farmer Big Checkered,Cannabis Plant,None,None,Yes,None,None,None,None,Afoq36sM6yVdAW4hwTwjQ1JtkmzQEjXGth51zoL5TYru,2623
11,Scientist,Lightpink,Tiny Sac,Angry,420 Googles,White,Pothat,Grinding,Long Wavy White,None,Banana Pipe White Fur,Just Hit It Hoodie,None,None,None,None,None,None,None,None,HjZ3G7Bz4YvhSVxV4vSvpC2PhGQtGysGez5WvQXEcJ5E,2624
12,Businessman,Lightbrown,None,Red,None,Choc Brown,Pothat,Grinding,Long Wavy Chocbrown,None,Joint Chocbrown Fur,Blue Legalize Hoodie,Questionmark,None,None,None,Weedy With Glasses,Full Light Beard,None,None,8phivXovLLQ5Ne6LcpUfJ5s1gnebbApMoXZU43UqnSvo,2625
11,Businessman,Violet,None,Red,None,Choc Brown,None,Eating Pizza,Smooth Long Chocbrown,Weed Chain,Pink Donut Chocbrown Fur,Black Business Suit With Bow Tie & Hat,None,Double Piercing,None,Yes,None,None,None,None,FXqCC8chwLMZYSdMNSpjFzSfzddJ39eU1pFL2Tg5FRNT,2626
10,Businessman,Violet,Always Stoned,Blue,None,Light Blonde,None,Open,Yellow Beanie Light Blonde Fur,Necklace,Pink Donut Light Blonde Fur,Red Puff Puff Hoodie,None,None,None,None,None,None,None,None,4Yidn7QKWUtSRsC5tuG7ccg8JzXTWCuM5s7YAP55AXuc,2627
10,Chimpion,Yellow,Always Stoned,Red,None,Light Blonde,None,Rainbow Teeth,Yellow Beanie Light Blonde Fur,None,Poker Cards Light Blonde Fur,Blue Puff Puff Hoodie,Questionmark,None,None,None,None,None,None,None,ExRoJS8RvaH2Nh6kL22re6ogekPgfNMA2u72R8XDAfBi,2628
12,Artist,Blue,None,Awake Green,Big Solana Glasses,Light Brown,None,Puffin,Smooth Long Light Brown,None,Brownie Light Brown Fur,Pink Hippie Top,Abstract Canvas,Golden Earring,None,Yes,None,None,None,None,6btM4E4x4GyYGQXxHiKMfv5eXDSRSRsn7vBYt9MEwcig,2629
12,Artist,Light Solana Gradient,None,Awake Green,Tear,Rainbow,Orange Pothat,Money Joint,Long Wavy Rainbow,None,Graffiti Spray Can Red Top Rainbow Fur,Red Puff Puff Hoodie,Abstract Canvas,None,None,Yes,None,None,None,None,CtefQCM8KYftvFhPT2x9r9sX7HazeegW6nq8Ljw9Mi9H,2630
11,Farmer,Darkblue Gradient,None,Red,Green John Lennon Glasses,Light Brown,Pothat,Biting,Smooth Long Light Brown,None,Grey Controller Light Brown Fur,Pink Canna Jacket,None,Golden Earring,None,None,None,None,None,None,Hc88p13dfjBcuBY7TW9pHux28QkwkYs2qfX1yK37QWd4,2631
9,Farmer,Brown Plain,Tiny Sac,Red,None,Light Blonde,None,Laughing,Long Wavy Light Blonde,None,Brownie Light Blonde Fur,Blue Puff Puff Hoodie,None,None,None,None,None,None,None,None,9pbZfSaDJg1PyUHBEZEcjrz1CrbEuqK8VU8AgLw16Xo1,2632
9,Chimpion,Light Solana Gradient,None,Sad,None,Light Blonde,Grey Headphones,Banana Joint,None,None,Green Donut Light Blonde Fur,Green Funky Tee,Questionmark,None,None,None,None,None,None,None,CEWXYSe6FoNUPKEMHxNd4u5ZBxbYCcBMMSYHP4RRQVdN,2633
11,Businessman,Blue,None,Blue,Blue Flash Eye,Rainbow,None,Eating Fries,Long Wavy Rainbow,None,Brownie Rainbow Fur,Beige Business Suit With Tie,Pin On Suit,None,None,Yes,None,None,None,None,5Y5rtmX1bwzzHtfgmikWzA84Gy28cUTEmAX5AiTigqis,2634
9,Chimpion,Space 3,None,Sad,None,Rainbow,Green Beret,Money Joint,Long Wavy Rainbow,None,Green Donut Rainbow Fur,Blue Weed Shirt,None,None,None,None,None,None,None,None,BHC9yPk1QGMimRTaD6Zd39HgXeMigxtQLEW8sQYY5hpb,2635
10,Chimpion,Hippie 3,Solana,Black,None,White,None,Eating Pizza,Yellow Beanie White Fur,None,Banana Pipe White Fur,Green Poloshirt,Questionmark,None,None,None,None,None,None,None,8UB1qjwKqEmmiesS6YnJ8536gL2zPyEnhEovsxHBED4y,2636
8,Chimpion,Space 2,None,Angry,None,Red Gradient,Dark Grey Headphones,Trifecta Joint,None,None,None,Blue Hodl Hoodie,Questionmark,None,None,None,None,None,None,None,D9gdXSWAq8PVV2qjfg3iVDwZoyD9KobJuQTovC1cjnAS,2637
12,Scientist,Yellow,Tiny Sac,Blue,Tear,Choc Brown,Beige Flat Cap,Biting,Smooth Long Chocbrown,None,None,Lab Coat Jamaica Tie Suit,None,Golden Earring,None,Yes,None,None,None,None,FngxL3FCB1usAMdMusudfDp22dzv9ThNxNV2gXb3t2tA,2638
10,Artist,Matrix,None,Blue,None,Dark Blonde,Green Beret,Eating Pizza,None,Necklace,None,Green Funky Tee,Questionmark,None,None,None,Yellow Parrot,None,None,None,CNosm7fp6XTneHNRGLwKxfDG7drbou9TMAGWq9DKqew8,2639
10,Chimpion,Street Graffiti,None,Red,None,Choc Brown,None,Open,Long Wavy Chocbrown,Weed Chain,Joint Chocbrown Fur,Brown Hippie Top,None,None,None,None,Serious Weedy,None,None,None,DTYY9Vj3X8YGfh58piuvB4TAHQnGiTx5t3YEy5U7UeUF,2640
10,Scientist,Brown Plain,None,Red,None,White,Pothat,Gentle Smile,None,None,Poker Cards White Fur,Lab Coat Jamaica Tee,None,None,None,Yes,Serious Weedy,None,None,None,FXeAtqtFArnQp29DRdpRRgsco62VHU62UdXXmNnYR9fp,2641
10,Artist,Matrix,None,Red,Big Solana Glasses,Rainbow,None,Banana Joint,Long Wavy Rainbow,None,Green Donut Rainbow Fur,Green Poloshirt,None,Double Piercing,None,None,None,None,None,None,A5EgnPwoTUE3TzCatGgMjPMY5Vt4cogkhanuuM8PTe8s,2642
8,Artist,Lightpink,None,Blue,Gold Monocle,Dark Blonde,None,Open,Yellow Beanie Dark Blonde Fur,None,None,Blue Hodl Hoodie,None,None,None,None,None,None,None,None,943kTC8HwiUAMfMEgtWCcJRoiYw6E5oEj7XwmPtEMwU3,2643
11,Scientist,Blue Gradient,None,Black,Laser Eyes,Red Gradient,None,Rainbow Teeth,Smooth Long Red,None,Metal Controller Red Fur,Blue Legalize Hoodie,None,Golden Earring,Nose Piercing,None,None,None,None,None,6m7KehAv5Xam7efhwaNN45mzTSzDa29RMUaCbnJ6MNkL,2644
9,Businessman,Space 3,None,Sad,None,White,None,Rainbow Teeth,None,None,Brownie & Joint White Fur,Black Business Suit With Bow Tie & Hat,Pin On Suit,None,None,Yes,None,None,None,None,JBPY36vi2aDbXTZzvjnKFRP9ouzGqZ88Gm6RGeHe6Ev9,2645
11,Businessman,Blue,None,Black,None,Choc Brown,Brown Flat Cap,Sad,Smooth Long Chocbrown,None,None,Green Business Suit With Tie,Pin On Suit,None,Nose Piercing,Yes,None,None,None,None,7bgVrEKXpPafkcRSiJV1C3Bi3X2srNNpxa5YNxJyBnRg,2646
8,Chimpion,Hippie 3,None,Awake Black,Green Hipster Glasses,Choc Brown,None,Puffin,Smooth Long Chocbrown,None,None,Striped Shirt With Color Splashes,None,None,None,None,None,None,None,None,9wMegafqySAUQrRiPuEUxNbVYNUXTUh6xCedehCFemXG,2647
10,Chimpion,Glass Pastel,None,Angry,Tear,White,Leaves In Hair,Grinding,Long Wavy White,None,Pink Donut White Fur,Blue Puff Puff Hoodie,None,None,None,None,None,None,None,None,54XSKsDzJ1zjuwcVVu3Ay4pX36y1tEkj6SU2S3VmR3KK,2648
10,Chimpion,Hippie 3,None,Awake Green,Flashing Eyes,Light Brown,None,Eating Pizza,Long Wavy Light Brown,None,Green Donut Light Brown Fur,Green Poloshirt,Questionmark,None,None,None,None,None,None,None,CwUkhTsNiUVnV4sYTGfvzTPrh5LxcQ2THCRtyVgTHfVs,2649
